Compound,SMILES,Category,0.4,0.3,0.5,0.45,0.48,1.1,0.7
9209700,COc1cccc(C2CC(=O)Nc3c2c(C)nn3-c2ccc3nnc(C)n3n2)c1,Fluorescent,7,223,1,1,1.0,1.0,1
9209764,CN1CCN(C(=O)c2ccc(CN(C)S(=O)(=O)c3ccccc3)cc2)CC1,Questionable,69,1238,85,143,46.0,1.0,2
9206801,CCOc1ccccc1N(Cc1ccc(C(=O)N(C)C)cc1)S(C)(=O)=O,Fluorescent,160,1237,32,205,138.0,1.0,1
9208952,CN1CCC(NC(=O)c2cccc(OCc3ccccc3)c2)CC1,Fluorescent,74,1236,37,51,48.0,1.0,2
7874344,CC(=O)Nc1ccc(N2CCN(Cc3ccccc3F)CC2)cc1,Questionable,446,1235,22,11,213.0,1.0,2
9207416,Cc1cccc(S(=O)(=O)N2CCN(c3cc(N4CCN(C)CC4)nc(C)n3)CC2)c1,Fluorescent,17,33,24,14,14.0,1.0,1
9052113,CCC(C)c1ccc(S(=O)(=O)Nc2cccnc2)cc1,Questionable,859,1234,2,142,30.0,1.0,3
9209254,O=S(=O)(NCc1nc(-c2cccs2)no1)c1cccs1,Fluorescent,442,1233,247,422,308.0,1.0,1
9139378,CCOc1cc(C)c(S(=O)(=O)NCc2ccncc2)cc1C,Hit,114,60,11,29,15.0,1.0,1
9199999,O=C1CN(C(=O)CCc2ccc3c(c2)OCO3)c2ccccc2N1,Questionable,858,1232,348,661,560.0,1.0,1
9203062,CCS(=O)(=O)N1CCC(C(=O)NC(C)COc2ccccc2C)CC1,Questionable,857,1231,84,264,91.0,1.0,3
9204671,COc1ccc(NC(=O)c2cc(-c3ccco3)on2)cc1,Fluorescent,856,1230,25,206,180.0,1.0,1
9209066,CC(=O)Nc1ccc(Nc2cc(N3CCOCC3)nc(C)n2)cc1,Fluorescent,855,1229,497,660,559.0,1.0,1
9206098,Cn1nc(C(=O)NCCCN2CCN(c3ccccc3F)CC2)cc1C(F)(F)F,Questionable,854,1228,335,402,358.0,1.0,1
9209623,COc1ccc(-n2ccc3nc4ccn(Cc5ccccn5)c(=O)c4cc3c2=O)cc1,Fluorescent,221,405,31,41,33.0,1.0,1
9207478,O=C(NCc1ccc(F)cc1)c1cc(-c2ccc3c(c2)OCO3)on1,Questionable,28,49,25,27,28.0,1.0,1
9048126,O=C(c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1)N1CCCCC1,Questionable,25,45,2,12,8.0,1.0,1
9206591,O=c1[nH]c2cc(C(F)(F)F)ccc2n1Cc1ccco1,Questionable,853,1227,496,659,558.0,1.0,1
9095580,COc1ccccc1OC(C)C(=O)N1CCN(c2ccccc2)CC1,Fluorescent,156,1226,52,207,212.0,1.0,2
9208530,CNC(=O)c1ccc(NC(=O)C(C)Oc2ccc(C)cc2)cc1,Hit,29,43,27,25,25.0,1.0,2
9209975,CCC(C(=O)N1CCCC1)N(c1cccc(OC)c1)S(C)(=O)=O,Questionable,33,127,17,7,6.0,1.0,1
9206927,CCC(NC(=O)C1CCCN(S(C)(=O)=O)C1)c1ccccc1,Questionable,78,88,38,42,43.0,1.0,5
9219251,CN(C)C(=O)Cc1ccc(NC(=O)c2ccccc2Br)cc1,Questionable,852,1225,51,166,155.0,1.0,2
9217135,CCn1nccc1C1CCCN1C(=O)Nc1ccc(C)cc1,Questionable,851,1224,245,420,377.0,1.0,1
9225259,CCCc1cc(C2CCCN2S(=O)(=O)c2c(C)noc2C)no1,Fluorescent,220,212,1,172,130.0,1.0,1
9221488,Cc1cc(N2CCOCC2)nc(N2CCN(C(=O)Nc3ccccc3C)CC2)n1,Questionable,43,1223,35,53,38.0,1.0,1
9215460,O=c1c2cnc3nc(-c4ccccc4Cl)nn3c2ccn1CCc1c[nH]cn1,Questionable,137,174,31,15,33.0,1.0,1
9217307,COc1ccc(S(=O)(=O)N2CCCC2c2cc(C)on2)cc1OC,Fluorescent,220,212,175,172,178.0,1.0,1
9219708,CN1CCC(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc2Cl)CC1,Fluorescent,4,197,3,4,3.0,1.0,1
9223826,COC(=O)c1nnsc1NC(=O)c1cccc(F)c1,Fluorescent,850,1222,495,658,557.0,1.0,1
9220972,O=c1c2cc3c(=O)n(Cc4ccccn4)ccc3nc2ccn1CCc1ccccc1,Fluorescent,214,1221,158,167,156.0,1.0,1
9224883,CC(C)Cc1cc(-c2nnc3sc(-c4ccncc4)nn23)[nH]n1,Fluorescent,849,1220,168,193,197.0,1.0,1
9220797,CNc1cc(C)nc2c(-c3ccc(OC)c(OC)c3)c(C)nn12,Questionable,54,32,1,15,39.0,1.0,1
9214578,O=C1CC(c2c(F)cccc2Cl)c2ncn(-c3cccnc3)c2N1,Fluorescent,7,198,1,1,1.0,1.0,1
9223771,Cc1c(NC(=O)COc2ccccc2Cl)c(=O)n(-c2ccccc2)n1C,Questionable,196,224,160,245,172.0,1.0,1
9224178,O=C(COc1ccccc1F)Nc1ccccc1C(=O)N1CCOCC1,Fluorescent,20,157,14,34,57.0,1.0,1
9222102,Cc1cc(Cc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2)c(=O)[nH]n1,Fluorescent,123,139,61,95,34.0,1.0,1
9224750,CSc1ccccc1NC(=O)c1cc(-c2ccc(F)cc2)on1,Fluorescent,304,1219,25,206,180.0,1.0,1
9211743,Cc1cc(C)n(-c2nc3c(c(=O)n(CCN4CCOCC4)c(=O)n3C)n2CCC(C)C)n1,Questionable,11,80,1,1,1.0,1.0,1
9212910,CCC(C)NC(=O)c1ccc(N2CCCCS2(=O)=O)cc1,Questionable,219,403,66,156,64.0,1.0,1
9216585,CCC(NC(=O)C1CCN(S(=O)(=O)CC)CC1)c1ccc(C)cc1C,Fluorescent,152,122,38,122,91.0,1.0,1
9217472,Cc1cccc(Cl)c1NC(=O)Cn1ncc2ccccc2c1=O,Fluorescent,218,393,110,177,157.0,1.0,1
9219658,COC(=O)CSc1nc2nccc(-c3ccc(OC)cc3)n2n1,Fluorescent,848,1218,249,657,311.0,1.0,1
9221850,Cc1nn(-c2ccc3nncn3n2)c2c1C(c1ccccc1OC(C)C)CC(=O)N2,Fluorescent,7,223,1,1,1.0,1.0,1
9223606,O=C(Nc1cccc(Cl)c1)NC1CCN(Cc2cccs2)CC1,Fluorescent,847,1217,494,656,556.0,1.0,11
9219938,CCc1ccc(N(C(C)C(=O)N(C)C)S(C)(=O)=O)cc1,Fluorescent,16,44,9,7,6.0,1.0,1
9212911,CCc1cccc(CC)c1NC(=O)CN(C)S(C)(=O)=O,Fluorescent,183,303,123,175,211.0,1.0,6
9212441,O=C(c1cc(-c2ccc(O)cc2)on1)N1CCCc2ccccc21,Fluorescent,846,1216,25,27,28.0,1.0,1
9219680,O=C(Nc1ccc(F)cc1F)c1cc(-c2ccc3c(c2)OCO3)on1,Fluorescent,28,402,25,27,28.0,1.0,1
9214333,O=C(NCc1cccnc1)c1cc(-c2ccc(Br)cc2)on1,Fluorescent,28,50,57,83,28.0,1.0,1
9214149,Cc1ccccc1-c1noc(CNC(=O)c2ccc(CN3CCCC3)cc2)n1,Fluorescent,14,222,21,13,17.0,1.0,1
9215145,O=C(NCCc1ccccc1)c1cc(-c2cccc(O)c2)on1,Fluorescent,28,50,25,27,28.0,1.0,1
9222836,CC(=O)c1sc2nc3c(c(C(F)(F)F)c2c1N)CN(C(C)=O)CC3,Fluorescent,136,406,1,1,1.0,1.0,1
9214669,OCCCNc1nc(N2CCOCC2)nc2ccccc12,Questionable,298,221,296,326,306.0,1.0,1
9216146,CC(=O)N1CCN(S(=O)(=O)c2cc(Br)c(C)cc2C)CC1,Questionable,59,1215,11,141,21.0,1.0,1
9217852,Cc1c(C)n(CCN2CCOCC2)c2ncn3nc(-c4cccs4)nc3c12,Fluorescent,297,215,1,1,1.0,1.0,1
9221871,COc1ccc(-c2cc(C(=O)N3CCCC3c3cc(C(C)C)no3)no2)cc1,Fluorescent,101,219,1,27,28.0,1.0,1
9223988,COc1ccc(S(=O)(=O)NC2CCN(C)CC2)cc1Cl,Fluorescent,122,1214,55,57,58.0,1.0,3
9224561,O=C(Cc1ccccc1)N1CCN(c2ccc(-n3cccn3)nn2)CC1,Fluorescent,61,220,60,60,99.0,1.0,1
9221161,CC(C(N)=O)N(c1cc(Cl)cc(Cl)c1)S(C)(=O)=O,Hit,16,126,17,7,6.0,1.0,7
9221658,CCN1CCN(c2nc(C)c3c(n2)CC(c2ccccc2C)CC3=O)CC1,Fluorescent,66,38,78,75,86.0,1.0,1
9216466,O=C(c1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1)N1CCCCC1,Questionable,6,45,2,12,2.0,1.0,1
9225219,Cc1c(C)n(CCN(C)C)c2nc3c(c(N)c12)CCCCC3,Hit,215,121,1,168,1.0,1.0,1
9211110,CC(=O)c1sc2nc(-c3cccnc3)cc(C(F)(F)F)c2c1N,Fluorescent,136,406,1,1,1.0,1.0,1
9223235,CCc1nn2c(nnc3c(=O)n(Cc4ccccn4)ccc32)c1-c1ccc(F)cc1,Questionable,44,17,1,1,1.0,1.0,1
9217394,CC1=Nc2ccccc2NC2=C1C(=O)CC(c1ccccc1)C2,Questionable,169,258,145,221,186.0,1.0,1
9218736,O=C(Nc1ccnc2ccc(Cl)cc12)c1ccncc1,Questionable,845,1213,272,655,555.0,1.0,8
9219727,Cc1ccccc1-c1nnc(CSc2ccc(N)cc2)o1,Fluorescent,844,1212,493,654,554.0,1.0,1
9223386,Cc1cc(C)n(-c2cc(N3CCN(C(=O)c4ccc(F)cc4F)CC3)ncn2)n1,Questionable,18,54,1,10,29.0,1.0,1
9225143,CN(CCNC(=O)c1ccc(CN2CCCCC2)cc1)c1ccccc1,Questionable,303,1211,22,11,10.0,1.0,2
9225743,COc1ccccc1-n1ccc2nc3ccn(Cc4cccnc4)c(=O)c3cc2c1=O,Questionable,65,405,31,171,33.0,1.0,1
9221719,Cc1nn(-c2ccccc2)c2c1C(c1ccc(OCC(N)=O)cc1)CC(=O)N2,Fluorescent,7,3,1,1,1.0,1.0,1
9236136,CCNc1cc(N2CCN(C(=O)c3sc(C)nc3C)CC2)nc(C)n1,Fluorescent,277,190,46,263,7.0,1.0,1
9236807,Cc1nc(N2CCN(C(=O)c3ccccc3F)CC2)cc(-n2ccnc2)n1,Questionable,12,22,5,10,7.0,1.0,1
9228344,Cc1nn2c(nnc3c(=O)n(CC4CCCO4)ccc32)c1-c1ccc(F)cc1,Fluorescent,44,17,1,1,1.0,1.0,1
9234962,Cc1c(C)n(CCN2CCOCC2)c2nc3c(c(N)c12)CCCC3,Hit,215,121,1,1,1.0,1.0,1
9238613,Cc1cc(C2CCCN2C(=O)c2cc(-c3cccc(Cl)c3)on2)on1,Fluorescent,101,219,25,27,28.0,1.0,1
