Plate,Col,Row,Compound,SMILES
1,12,Z,44423809,CSCC(=O)N1CCC(c2nnc(Cn3cncn3)n2C)CC1
1,13,Z,96330945,Cc1c(CC(=O)N2CCSCC2)c2c(n1Cc1ccccc1F)CCCC2=O
1,14,Z,51454951,Cc1ocnc1C(=O)N1CCCC(c2nccn2Cc2ccccc2)C1
1,15,Z,73669670,O=C(N[C@@H]1CCN(C/C=C/c2ccc(F)cc2)C[C@H]1O)c1ccncc1
1,16,Z,33443724,Cc1ccc2[nH]c(CNC(=O)c3coc(COc4cccc(F)c4)n3)nc2c1
1,17,Z,12506019,O=C(NCc1cnc(-c2ccccc2)s1)c1ccccc1-c1nnn[nH]1
1,18,Z,45038105,CCN1CC2(CCC1=O)CCN(C(=O)Cc1ccc(C)cc1)CC2
1,19,Z,87680540,Cc1ccccc1-n1cc(-c2ccnc(NC(C)Cc3ccncc3)n2)cn1
1,20,Z,98443094,Cc1cc2c(N3CCC(NCCCOc4ccccc4)CC3)ncnc2s1
1,21,Z,50361253,COc1ccc2c(c1)OCC(CNC(=O)c1cc(C)no1)C2
1,22,Z,70769178,COc1ccc(Cn2cc(-c3cccc(C(N)=O)n3)cn2)cc1
1,23,Z,48991067,O=C(c1cc(=O)[nH]c2ccc(F)cc12)N1CCCC2(CCOC2)C1
1,24,Z,90231687,Cc1ccccc1C(=O)N1CCC2(CC1)CC(c1ccccc1)C(=O)N(C)C2
1,25,Z,49838928,CNC(=O)c1noc2c1CN(C(=O)c1c[nH]nc1C1CCCCC1)CC2
1,26,Z,70061321,Cn1cc(C(=O)N2CCCC(C)(Cc3ccc4c(c3)OCO4)C2)ccc1=O
1,27,Z,99232304,CCCc1cc(C(=O)N2CCCC(C)(Cc3ccc4c(c3)OCO4)C2)n(C)n1
1,28,Z,62150665,Cc1cc(C(=O)N2CCC(N3CCOC3=O)CC2)c2ccc(C)c(C)c2n1
1,29,Z,57791258,COc1ccc2c(c1)CC(C(=O)NCc1nc3cc(OC)ccc3o1)CO2
1,30,Z,29078336,COc1cc(OC)c(C(=O)N2CCC3(CC2)[C@H](O)C[C@@H]3OC)cc1OC
1,31,Z,40151082,Cc1ccc2cc(CN3CCN(C)C(CCO)C3)c(-c3cccs3)nc2c1
1,32,Z,38706924,CN1CC(c2ccccc2)CC2(CCN(C(=O)c3ccc(Cl)cc3F)CC2)C1
1,33,Z,62603929,COc1ccc(OC)c(NC(=O)N(C)Cc2nnc(C)o2)c1
1,34,Z,39632965,Cc1nc2c(C)cccc2cc1C(=O)N1CCN(c2ccc(C#N)cc2)C(=O)C1
1,35,Z,64928646,Cc1cc(C)n(C)c(=O)c1C(=O)N1CCCC(C)(Cc2ccc3c(c2)OCO3)C1
1,36,Z,39638270,Cc1c(Cl)cccc1C(=O)N1CCC2(CCC(=O)N(C)C2)CC1
1,37,Z,93296403,CN(C)CCN1CC2(CCC1=O)CCN(C(=O)c1cccn1C1CC1)CC2
1,38,Z,75382738,CCCc1cc(C(=O)N2CCC3(CC2)[C@H](O)C[C@@H]3OC)cs1
1,39,Z,16185860,COCCN1CC2(CCC1=O)CCN(C(=O)c1cccc(C)c1C)CC2
1,40,Z,93323286,COc1cc(Cl)cc2cc(C(=O)N3CCC4(CC3)CC(=O)N(C)C4)oc12
1,41,Z,83046090,C=CCn1c(-c2ccc(OC)cc2)cn2cc(C(=O)N(C)C)nc2c1=O
1,42,Z,46300311,Cc1nc2n(c1C(=O)N(C)C)CCN(C(=O)C1CCOc3ccccc3C1)C2
1,43,Z,34398994,Cc1nc(CNc2cc(-c3ccc(F)cc3)nc3ccnn23)cs1
1,44,Z,88683961,Cc1nc(CC(=O)NCc2csc(-c3cnccn3)n2)cs1
1,45,Z,DMSO,
1,46,Z,DMSO,
1,47,Z,DMSO,
1,48,Z,DMSO,
1,1,AA,DMSO,
1,2,AA,DMSO,
1,3,AA,DMSO,
1,4,AA,DMSO,
1,5,AA,95300986,CCc1n[nH]c(C(=O)NCc2c(F)ccc(OC)c2F)c1C
1,6,AA,17926140,Cc1ccc(NC(=O)CC(=O)NCc2nc3ccccc3c(=O)[nH]2)cc1
1,7,AA,42191519,COc1ccc2oc(CNC(=O)CCc3nc(-c4ccccc4)no3)nc2c1
1,8,AA,76691756,COc1nc(-c2cc(F)cc3cccnc23)ncc1F
1,9,AA,74023332,Cn1c(Cn2cncn2)nnc1C1CCN(c2cc(C3CC3)ncn2)CC1
1,10,AA,44833694,CC(C)Cc1nc(Cn2ncc3ccccc3c2=O)no1
1,11,AA,80600268,CCc1cc(NCc2sc(C)nc2CC)n2nccc2n1
1,12,AA,83714841,O=C(c1cnc(Nc2ccccc2)nc1)N1CCN(c2ccccc2)C(=O)C1
1,13,AA,39919079,Cc1nc2c(c(=O)n1C)CN(C(=O)[C@H]1CNC[C@H](C(=O)N3CCCC3)C1)C2
1,14,AA,49546775,Cc1ccc2c(c1)SCC(=O)N2Cc1noc(C2CC2)n1
1,15,AA,54244909,Cc1cc(F)ccc1NC(=O)N[C@@H]1CCCNC1
1,16,AA,18937722,NS(=O)(=O)c1ccc(NC(=O)N2CCC(N3CCSCC3)CC2)cc1
1,17,AA,57283121,CCN(CC)Cc1cnc2c(C(=O)Nc3c(C)cccc3C)cnn2c1
1,18,AA,84010043,CN(Cc1csc(-c2ccccc2)n1)C(=O)c1cn2cccnc2n1
1,19,AA,91953940,COc1ccc2c(c1)OCC(C(=O)NCc1nc(C)c3c(n1)CCCC3)C2
1,20,AA,72694691,Cc1c(Cl)c(C(=O)NCc2cc3n(n2)CCN(C(=O)N(C)C)C3)nn1C
1,21,AA,60732037,COc1cc(F)c(C(=O)N2CCC(CCN3CCCC3=O)CC2)c(F)c1
1,22,AA,14799225,CN(C)Cc1ccc(C2CCCCN2C(=O)c2cnc3ccccn23)cc1
1,23,AA,32145502,CC(=O)N1CCCC(NC(=O)Nc2ccc(-c3cccc(Cl)c3)cc2)C1
1,24,AA,77147524,CN(Cc1csc(-c2ccccc2)n1)C(=O)c1ncoc1-c1ccccc1
1,25,AA,20348214,Cc1cc(N)n(CC(=O)N2CCC(c3ccncc3)CC2)n1
1,26,AA,72441617,COc1ncccc1-c1c(CCC(C)=O)c(C)nc2ccccc12
1,27,AA,82628481,CCCn1cnc(NC(=O)NCc2cc(OC)ccc2OC)n1
1,28,AA,98171765,CNC(=O)c1noc2c1CN(C(=O)C1CC(=O)N(C3CCCC3)C1)CC2
1,29,AA,36378310,CSCCCNC(=O)c1cccc(S(=O)(=O)N2CCCNCC2)c1
1,30,AA,57316057,c1cncc(Cn2ccnc2C2CCN(c3ncnc4[nH]cnc34)CC2)c1
1,31,AA,66165564,Cn1c(C(=O)N2CCC(CCN3CCCC3=O)CC2)ccc1-c1ccccc1
1,32,AA,72577555,O=C(c1cc[nH]n1)N1CCc2c(nc(-c3ccccc3)[nH]c2=O)C1
1,33,AA,84114546,CCOc1ccc(C(=O)NCC2COc3cc(OC)ccc3C2)o1
1,34,AA,68353280,COc1ncccc1NC(=O)NC(C)Cn1cncn1
1,35,AA,68902995,O=C(c1cnn(Cc2ccccc2)c1)N1CCn2nc(Cc3ccccc3)cc2C1
1,36,AA,40588208,COCc1nc(CNC(=O)c2ccc3cccc(F)c3n2)no1
1,37,AA,25019258,O=c1c2ccccc2ncn1CCc1nc(C2CC2)nn1-c1ccc2c(c1)OCO2
1,38,AA,51816918,Cc1nnc(CCNc2cc(-c3ccccc3)nc3ccnn23)s1
1,39,AA,46683915,COc1ccc(-c2nc3c([nH]2)CCN(C(=O)c2ccccc2F)C3)cc1
1,40,AA,73072531,Cn1c(=O)[nH]cc(CC(=O)N2CCCC(C)(Cc3ccc4c(c3)OCO4)C2)c1=O
1,41,AA,55772154,c1cncc(-c2n[nH]c(CCNc3nccc(-c4ccncc4)n3)n2)c1
1,42,AA,83927458,Cc1nc(CCNC(=O)c2cc(C(C)C)n3ncnc3n2)nc2c1CCC2
1,43,AA,56377552,OCCCn1cnc(-c2ccccc2)c1-c1cccn1-c1ccccn1
1,44,AA,28061013,Cc1cc(C(=O)N2CCc3onc(-c4ccc(-c5ccccc5)cc4)c3C2)[nH]n1
1,45,AA,DMSO,
1,46,AA,DMSO,
1,47,AA,DMSO,
1,48,AA,DMSO,
1,1,AB,DMSO,
1,2,AB,DMSO,
1,3,AB,DMSO,
1,4,AB,DMSO,
1,5,AB,24961876,Cc1c(CCNc2nccc(-c3ccncc3)n2)c2cccc3c2n1CCC3
1,6,AB,52402202,O=C(c1ccc2nc(-c3ccc(F)cc3)cn2c1)N1CCSCC1
1,7,AB,54171958,CC(C)c1nccn1C(C)c1nc(C2CC2)nn1-c1ccccc1
1,8,AB,33169459,CCSCCNc1cc(-c2ccc(F)cc2)nc2ccnn12
1,9,AB,90560318,CNC(=O)c1cc(S(=O)(=O)N2CCC(c3nccn3C)CC2)cs1
1,10,AB,64820246,CC(=O)c1ccc(C(=O)N2CCC3(CCC(=O)N(C4CC4)C3)CC2)cc1
1,11,AB,84717757,CCn1cc(-c2cc(-c3c(C)n[nH]c3C)nc(N)c2C#N)cc1C#N
1,12,AB,66402580,CCN1CC2(CCC1=O)CCN(C(=O)C(F)c1ccccc1)CC2
1,13,AB,37930895,CCn1ncc(CNc2cc(-c3ccccc3)nc3ccnn23)c1C
1,14,AB,56844542,CSc1cccc(CN(C)C(=O)c2cn3cc(C)ccc3n2)c1
1,15,AB,58187722,COc1ccc2c(c1)OCC(C(=O)NCCc1csc(CSC)n1)C2
1,16,AB,33297556,CN(Cc1cnn(-c2ccccc2)c1)C(=O)C1=Cc2ccccc2OC=C1
1,17,AB,39995029,CSc1nccc(-c2c(C)cc(C)cc2C)n1
1,18,AB,57942970,Cc1ccccc1C(=O)N1CCCC2(CCC(=O)N(CCc3c[nH]cn3)C2)C1
1,19,AB,16015448,COc1cccc(-c2nc3c([nH]2)CCN(C(=O)c2ccc(C(C)=O)s2)C3)c1
1,20,AB,59589264,Cc1ccc(CNC(=O)c2cc(-c3ccc(C)s3)n[nH]2)o1
1,21,AB,82154027,Nc1nc(CNC(=O)c2cccc(-n3cccn3)c2)n[nH]1
1,22,AB,36711952,CCN(Cc1cnn(C)c1)C(=O)Nc1cc(C(C)(C)C)ccc1OC
1,23,AB,70596054,O=C1CC2(CCCCC2)CN1CC(=O)N1CCC1c1ccc(F)cc1
1,24,AB,92318846,COc1ccc(C(=O)N2CCC3(CCC(=O)N(C)C3)CC2)c(F)c1F
1,25,AB,49576875,CSc1ncccc1C(=O)N1CCc2c(ncnc2N2CCOCC2)C1
1,26,AB,66200340,COc1ccc2c(c1)C(C(=O)N1CCC3(CCOCC3)CC1)CC(=O)N2
1,27,AB,31426343,COCCN1CC2(CCC1=O)CCN(C(=O)c1ccccc1C)CC2
1,28,AB,56672527,COc1cccc(F)c1C(=O)N1CCC(CCN2CCCC2=O)CC1
1,29,AB,45536624,COc1ccccc1OC1CCN(C(=O)c2ccc3[nH]ccc3c2)CC1
1,30,AB,19543229,Cc1c(Cl)cc(C(=O)N2CCC3(CCO3)CC2)cc1Cl
1,31,AB,87373581,c1ccc(Cc2noc(CCNc3nccc(-c4cccnc4)n3)n2)cc1
1,32,AB,19493185,COc1ccc2c(c1)OCC(C(=O)NCCN1CCCOC1=O)C2
1,33,AB,90937762,Cc1cc(C(=O)N2CCc3[nH]cnc3C2)c2c(C)nn(C)c2n1
1,34,AB,99750681,COc1ccc(-c2ccc(N3CCSCC3)nn2)c2ccc(C)nc12
1,35,AB,80419145,COc1ccc(C(=O)NC2CCSC2)cc1OC1CCN(C(C)C)CC1
1,36,AB,45906127,CC1(Cc2ccc3c(c2)OCO3)CCCN(C(=O)c2ncc(F)cc2F)C1
1,37,AB,41259240,Cc1ccc(N2CCN(C(=O)CCC(C)N3CCCCC3)CC2=O)cc1
1,38,AB,43732650,Cc1ccc(CN2CCN(c3cc(C)nc4cc(C)nn34)CC2=O)cc1
1,39,AB,35197876,CN(C)CCO[C@H]1C[C@@H](O)C12CCN(C(=O)c1ccc3c(c1)OCO3)CC2
1,40,AB,17158290,CC(C)c1nc(CN(C)C(=O)Nc2snnc2-c2ccccc2)no1
1,41,AB,23206972,CCCc1cc(NCc2cnn(Cc3ccccc3)c2)n2nccc2n1
1,42,AB,46217110,CSCC1CCCN(c2ncnc3cc(F)ccc23)C1
1,43,AB,79453427,COCCCN1C(=O)CC[C@H]2CN(C(=O)c3ccnc(OC)c3)CC[C@H]21
1,44,AB,40896396,Cc1cc(C(F)(F)F)nc(CCNc2nccc(-c3ccncc3)n2)n1
1,45,AB,DMSO,
1,46,AB,DMSO,
1,47,AB,DMSO,
1,48,AB,DMSO,
1,1,AC,DMSO,
1,2,AC,DMSO,
1,3,AC,DMSO,
1,4,AC,DMSO,
1,5,AC,19568531,CN(C)C(=O)N1CCn2nc(CNc3nc4ccccc4o3)cc2C1
1,6,AC,36838867,CN1CC(c2ccccc2)CC2(CCN(C(=O)c3ccc(C#N)cc3)CC2)C1
1,7,AC,15059324,CCSCCNS(=O)(=O)c1ccc(C(=O)NC2CC2)cc1
1,8,AC,20142494,CCc1nc(NC(=O)NCc2ccon2)nn1C
1,9,AC,88065357,CCCCC1CN(c2cccc(-c3ccccc3)c2)C(=O)CN1C(=O)c1cscn1
1,10,AC,64627854,O=C(c1cnc(Nc2ccccc2)nc1)N1CCN(C2CCCC2)C(=O)C1
1,11,AC,74297062,O=C(NCCN1CCCOC1=O)C1COc2ccccc2C1
1,12,AC,77410646,COc1ccc2c(c1)OCC(C(=O)NCc1nc3cc(OC)ccc3o1)C2
1,13,AC,94389544,Cn1c(=O)c(C(=O)N2CCC(Cc3ccc(CO)cc3)C2)nc2ccccc21
1,14,AC,16463207,CC(C)c1cc(C(=O)N2CCCC(C)(c3ccccc3)C2)nc2ncnn12
1,15,AC,65895007,CC1Cc2cc(NC(=O)NCCCSCc3ccco3)ccc2O1
1,16,AC,87579261,Cc1cc(N2CCC(O)(c3ccc(Cl)cc3)CC2)n2nc(C)cc2n1
1,17,AC,51179500,O=C1CCC2(CCCN(c3ncnc4[nH]cnc34)C2)CN1CCc1ccccc1
1,18,AC,43033250,O=C(NC1CCN(c2ccc(F)cc2)CC1)C1COc2ccccc2C1
1,19,AC,39330027,COc1ccc(OC)c(NC(=O)NC(c2nccn2C)C(C)C)c1
1,20,AC,26021011,COC(=O)CC1Oc2ccccc2N(Cc2cc(C(C)C)no2)C1=O
1,21,AC,24377801,O=C1CCC2(CCN(C(=O)C3(c4ccccc4F)CC3)CC2)CN1CCO
1,22,AC,47849190,CN(C)C(=O)N1CCn2nc(CNC(=O)c3ccn(C(F)F)n3)cc2C1
1,23,AC,72694831,Cc1cc(C)nc(CNC(=O)CCc2nc(-c3ccccc3)no2)n1
1,24,AC,91821079,Cc1nn(CC(=O)NCc2cccnc2)c(=O)n1-c1ccc2c(c1)OCO2
1,25,AC,72407975,O=C(c1nc2ccccc2[nH]c1=O)N1CCC(C(O)c2ccccn2)CC1
1,26,AC,66907848,O=C(c1cccc(S(=O)(=O)N2CC[C@@H](O)C2)c1)N1CCCCCCC1
1,27,AC,71466333,Cc1ccc(-c2ccnc(NC3CCCN(C(=O)c4ccco4)C3)n2)c(C)n1
1,28,AC,29258743,O=C(NCc1csc(-c2ncccn2)n1)C1COc2ccccc2C1
1,29,AC,53213500,Cc1nn(-c2ccccc2)c(C)c1S(=O)(=O)N1CCC(O)(CO)CC1
1,30,AC,87601298,O=C(NCc1ccc2nonc2c1)C1CC(=O)N(Cc2ccncc2)C1
1,31,AC,19643861,CC(C1CC1)n1nccc1NC(=O)NCCCn1nnc2ccccc21
1,32,AC,79825440,Cc1ccc(C(=O)N2CCCC(c3nccn3Cc3cscn3)C2)cn1
1,33,AC,48316160,COc1ccc(C(C)(C)C)cc1NC(=O)NCc1cnc(C)cn1
1,34,AC,56106658,O=C(NCc1cc2n(n1)CCNC2)c1ccc2nccnc2c1
1,35,AC,64763165,CCc1nnc(CNC(=O)Nc2cc(C(C)(C)C)nn2-c2ccccc2)s1
1,36,AC,98604080,Cc1nc2ccc(C(=O)N(C)Cc3cc(-c4ccccc4)no3)cc2nc1C
1,37,AC,40669637,COc1ccccc1OCc1cc(C(=O)N[C@H]2CCCC[C@@H]2O)n[nH]1
1,38,AC,60063635,Cn1ccnc1C1CCCN(C(=O)c2ccc3nccnc3c2)C1
1,39,AC,59175671,COc1ccccc1C(=O)NCc1cc2c(nc1OC)CN(C1CCCC1)C2=O
1,40,AC,11545482,O=C(CCC(=O)N1CCN(c2ccccc2)C(=O)C1)NC1CCCC1
1,41,AC,70821801,CC(C)(O)CCc1cccc(C(=O)N2CC[C@@H]3CCCC[C@@H]3C2)c1
1,42,AC,95501033,O=c1cc(-c2cccnc2)nc(-c2ccc(CN3CCCC3)cc2)[nH]1
1,43,AC,21832629,COc1ccc2c(c1)C(C(=O)NCCc1nc(-c3ccccn3)no1)CC(=O)N2
1,44,AC,37358155,Cc1ccc(Cl)c(C(=O)N2CCC3(CCC(=O)N(CCO)C3)CC2)c1
1,45,AC,DMSO,
1,46,AC,DMSO,
1,47,AC,DMSO,
1,48,AC,DMSO,
1,1,AD,DMSO,
1,2,AD,DMSO,
1,3,AD,DMSO,
1,4,AD,DMSO,
1,5,AD,86873763,COCCc1nc(Cn2cnc3ccccc32)n(-c2cccc(C)n2)n1
1,6,AD,81484703,CCOc1ncccc1CNc1cc(-c2ccccc2)nc2ccnn12
1,7,AD,24408717,CC(=O)c1ccccc1C(=O)N1CCC2(CCC(=O)N(C)C2)CC1
1,8,AD,16701391,CSc1nc(C(=O)N2CCCC(C)(Cc3ccc4c(c3)OCO4)C2)cs1
1,9,AD,74595451,Cc1nc[nH]c1CSCCNC(=O)c1csc(-c2cccs2)n1
1,10,AD,53569445,CCN1CC2(CCN(C(=O)c3c[nH]c4ccc(C)cc4c3=O)CC2)OC1=O
1,11,AD,70930904,NC(=O)c1cnc2n1CCN(C(=O)CCc1nc3ccccc3[nH]1)C2
1,12,AD,86113330,COc1ccc(C(C)(C)C)cc1NC(=O)NCCCn1nc(C)nc1C
1,13,AD,74556912,COc1ccc(N2CC(NC(=O)c3cc(=O)n(C)c(=O)n3C)CC2=O)cc1
1,14,AD,40247961,COc1cccc(-n2cc(CN(C)C(=O)CN(C)c3ccccc3)cn2)c1
1,15,AD,16648851,Cc1nc2ccc(C(=O)NCCSC3CCCCC3)cc2nc1C
1,16,AD,23215966,CCN1CCN(C(=O)Cn2cccc(OC)c2=O)CC1(C)C
1,17,AD,27465351,Cc1nn(C)c(C)c1-c1ccnc(NC[C@@H]2CCCO2)n1
1,18,AD,62237467,CNc1nccnc1-c1cccc(CN2CCOCC2)c1
1,19,AD,69101131,CN1CCN(Cc2cnn(-c3ccccc3)c2)CC1CCO
1,20,AD,42572203,CN(Cc1noc(C2CCCC2)n1)C(=O)Nc1ccccc1-n1cccn1
1,21,AD,26140326,Cc1nc2ccc(C(=O)N(Cc3cocn3)Cc3cocn3)cc2nc1C
1,22,AD,24956265,O=C(NC1CCCCN(C(=O)Cc2ccccc2)C1)c1n[nH]c2ccccc12
1,23,AD,82386441,Cn1cccc1C(=O)C(=O)N1CCc2[nH]c(-c3ccccc3)nc2C1
1,24,AD,33587331,O=C(c1ccc(F)c(F)c1F)N1CCC2(CCC(=O)N(C3CC3)C2)CC1
1,25,AD,21244646,Cc1cc(C(=O)N2Cc3nc(C)n(C)c(=O)c3C2)c2ccc(F)cc2n1
1,26,AD,37594457,CC1(Cc2ccc3c(c2)OCO3)CCCN(C(=O)CCc2cc(Cl)no2)C1
1,27,AD,73539859,CCn1nc(C(C)C)cc1C(=O)N1CCCC(C)(Cc2ccc3c(c2)OCO3)C1
1,28,AD,57735284,COc1cccc(N2CCN(C(=O)c3cn4cccc(C)c4n3)CC2=O)c1
1,29,AD,58289970,Cc1cc(F)ccc1C(=O)N1CCC2(CCC(=O)N(CCCO)C2)CC1
1,30,AD,16394294,Cn1cnnc1SCc1ncnn1-c1ccc2c(c1)OCCO2
1,31,AD,19106952,Cc1nnc(CCNC(=O)c2ccc3cccc(F)c3n2)s1
1,32,AD,95880874,Cc1cccc(CNC(=O)Nc2cccc(OCC(=O)N3CCOCC3)c2)c1
1,33,AD,83300406,CN1CCC2(CCC1=O)CN(C(=O)C(=O)c1cccn1C)CCN2C
1,34,AD,26831617,O=C(CC1CCc2ccccc21)N1CCc2ncccc2C1
1,35,AD,25291267,CCn1cncc1CNc1cc(-c2ccccc2F)nc2ccnn12
1,36,AD,76149857,Cn1ncc(Cl)c1C(=O)N1CCCC(C)(Cc2ccc3c(c2)OCO3)C1
1,37,AD,42192218,CSc1cccc(NC(=O)NCCCC2CCOC2)c1
1,38,AD,36326377,O=C1CCC2(CCCN(c3ncnc4ccsc34)C2)CN1Cc1ccncc1
1,39,AD,16804570,COc1ccc(C(=O)N2CCC3(CCC(=O)N(CCO)C3)CC2)c(OC)c1
1,40,AD,87697505,CN(C)c1ccc(C(=O)N2CCCC(C)(Cc3ccc4c(c3)OCO4)C2)cn1
1,41,AD,75715314,COc1cccc(OC2CN(C(=O)c3cc(C)nc4c(C)c(C)ccc34)C2)c1
1,42,AD,27925398,O=C(NCc1cc(F)ccc1F)c1csc(Cc2ccccc2)n1
1,43,AD,61220114,COc1ccc(C(=O)N2C[C@@H](N(C)C)[C@H](C(C)C)C2)c(F)c1F
1,44,AD,41543712,O=C(NCc1ccccc1-n1ccnc1)c1csc(-c2cccs2)n1
1,45,AD,DMSO,
1,46,AD,DMSO,
1,47,AD,DMSO,
1,48,AD,DMSO,
1,1,AE,DMSO,
1,2,AE,DMSO,
1,3,AE,DMSO,
1,4,AE,DMSO,
1,5,AE,88607363,CCC(Nc1nc(C)nc2ncccc12)c1ccc(S(C)(=O)=O)cc1
1,6,AE,17097744,O=C(c1cccnc1-c1ccc2c(c1)OCCO2)N1CCCC1
1,7,AE,49592908,COc1cc(Cl)c(C)cc1NC(=O)NCCN(C)S(C)(=O)=O
1,8,AE,78508446,CCNc1ncc(C(=O)N[C@@H]2CCCC[C@H]2c2ccccc2)cn1
1,9,AE,26145491,CO[C@H]1C[C@@H](O)C12CCN(C(=O)c1ccc3sc(C)nc3c1)CC2
1,10,AE,60971553,O=C(C1Cc2ccccc2O1)N1CCc2[nH]cnc2C1
1,11,AE,51826775,COc1cc(NC(=O)N2CC(Oc3ccc(F)cc3)C2)cc(OC)c1OC
1,12,AE,91181012,COCCc1nc2ccc(C(=O)NCc3coc(-c4ccccc4)n3)cc2o1
1,13,AE,62912079,O=C(c1cccc(N2CCS(=O)(=O)CC2)c1)N1CCCC2(CCOC2)C1
1,14,AE,48914944,Cc1ccc2nc(C)c(C)c(C(=O)N3CCN(C4CCCC4)C(=O)C3)c2c1
1,15,AE,69520781,Cc1nc2cc(C(=O)N3CCC(Cc4ccc(CO)cc4)C3)ccc2[nH]1
1,16,AE,85671011,O=C(c1ccccc1-n1cnnc1)N1CCCCC1c1cccnc1
1,17,AE,72610990,O=C(NCc1cnc2cnccn12)c1cnccn1
1,18,AE,76167014,O=C(CCC(=O)N1CCN(c2ccccc2)C(=O)C1)NC1CCCCCCC1
1,19,AE,21701610,CN(Cc1ccoc1)C(=O)c1cnc(Nc2ccccc2)nc1
1,20,AE,82778709,CC1(C)CN(C(=O)c2ccc(OC(F)F)cc2)CC[C@]1(C)O
1,21,AE,80456643,CC(C)C1=NOC(c2nc(C3CC3)nn2-c2ccc3c(c2)OCCO3)C1
1,22,AE,59839322,COCCN1CC2(CCC1=O)CCN(C(=O)c1cnc(C)cc1C)CC2
1,23,AE,44609145,CC1(Cc2ccc3c(c2)OCO3)CCCN(C(=O)c2ccc3nnnn3c2)C1
1,24,AE,29523484,Cc1nnsc1CNc1cc(-c2ccc(F)cc2)nc2ccnn12
1,25,AE,33555690,Cc1cc(C)n(-c2ccc(C(=O)NCc3nc(C)c4c(n3)CCCC4)cc2)n1
1,26,AE,47893211,CN(Cc1ccccc1C(F)(F)F)C(=O)c1cnc(Nc2ccccc2)nc1
1,27,AE,73913430,COc1ccc2nc(CCNc3nccc(-c4c(C)nn(C)c4C)n3)[nH]c2c1
1,28,AE,42193850,O=C(NCCc1nccc(-c2ccccc2)n1)c1ccc2cccc(F)c2n1
1,29,AE,93592103,CCn1nccc1C(=O)N1CCC2(CCC(=O)N(CCOC)C2)CC1
1,30,AE,79806303,Cc1nc2cc(OCc3nc(C(=O)N4CCN(C(C)C)CC4)co3)ccc2s1
1,31,AE,94262571,Cn1ccnc1CN1CC[C@@H](NC(=O)c2ccncc2)[C@H](O)C1
1,32,AE,97319361,CC(C)(C)c1cn(CC2CCCN(C(=O)c3ccc4nccnc4c3)C2)nn1
1,33,AE,55289550,COCCn1c(=O)n(Cc2c(C)noc2C)c2cc(C(=O)OC)ccc21
1,34,AE,92936119,OCCCCCNc1nccc(-c2cnn(-c3ccc(F)cc3)c2)n1
1,35,AE,92938299,Cc1ccc(C(CNc2nccc(-c3ccccn3)n2)N2CCOCC2)o1
1,36,AE,17216632,COCCCN1CC2(CCN(C(=O)c3ccc4c(c3)OCO4)CC2)CC1=O
1,37,AE,20536573,CC(C)n1ccnc1CN1CC(C)(Cc2ccc3c(c2)OCO3)CCC1=O
1,38,AE,96943203,Cc1nc(C(C)C)sc1C(=O)N1CCc2onc(C(=O)N(C)C)c2C1
1,39,AE,68091784,Cc1nn(CCC(N)=O)c(C)c1-c1ccc2c(c1)OCO2
1,40,AE,42125064,CNC(=O)c1cccc(-c2ccc(OC)c3nc(C)ccc23)n1
1,41,AE,53092488,CSCc1nc(CNC(=O)c2ccccc2-c2nnn[nH]2)cs1
1,42,AE,25242890,CN(C)C(=O)N1CCC2(CC1)CC(c1ccccc1)C(=O)N(C1CC1)C2
1,43,AE,86885424,c1cc(Cn2cccn2)cc(-c2nc(-c3ccc4[nH]cnc4c3)no2)c1
1,44,AE,46919986,O=C(C1COc2ccccc2C1)N1CCc2c(ncnc2N2CCOCC2)C1
1,45,AE,DMSO,
1,46,AE,DMSO,
1,47,AE,DMSO,
1,48,AE,DMSO,
1,1,AF,DMSO,
1,2,AF,DMSO,
1,3,AF,DMSO,
1,4,AF,DMSO,
1,5,AF,78988181,Cc1ccc(SCCNc2nccc(-c3cn(C)nc3C)n2)cc1
1,6,AF,84335681,COc1ccc2c(c1)OCC(CNC(=O)c1c(OC)ccc(F)c1F)C2
1,7,AF,79697600,CO[C@H]1C[C@@H](O)C12CCN(C(=O)c1ccc(=O)n(C)c1)CC2
1,8,AF,55575427,COc1ccc(-c2n[nH]cc2-c2nc3ccccc3[nH]2)c(F)c1
1,9,AF,71367893,CN(C)C(=O)N1CCn2nc(CNC(=O)c3ccc4nonc4c3)cc2C1
1,10,AF,17329548,COCCN1CC2(CCC1=O)CCN(C(=O)c1ccc(OC)cc1C)CC2
1,11,AF,89399346,CN(C)C(=O)N1CCCn2nc(CNC(=O)c3ccoc3)cc2C1
1,12,AF,72937727,CN1CCCC(CCC(=O)N2CCc3sc(C(=O)N(C)C)cc3C2)C1
1,13,AF,80614497,CCSc1ccc(C(=O)N2CCCC3(CCC(=O)N(CC)C3)C2)s1
1,14,AF,35452358,CCN1CC2(CCCN(C(=O)c3coc(CN4CCOCC4)c3)C2)CCC1=O
1,15,AF,94482892,Cn1ncc2c(NCc3c(F)cccc3Cl)nc(C3CCCC3)nc21
1,16,AF,20662652,Cc1ccccc1C(=O)N1CCC2(CCC(=O)N(CCO)C2)CC1
1,17,AF,36089088,CSCC(=O)N1CCc2c(nc(-c3ccncc3)[nH]c2=O)C1
1,18,AF,86868040,COc1cc2nc(-c3ccccc3N(C)C)nc(N)c2cc1OC
1,19,AF,88834691,O=C(Cn1ccc(-c2cccc(F)c2)n1)Nc1ccn(Cc2ccccc2)n1
